Alue,Vuosi,"Asuntoväestö, henkilöä","Asuntoväestö, lapsia",Pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pienituloisten lasten lukumäärä asuntoväestössä,Asuntoväestön pienituloisuusaste (raja 60 % mediaanista),Asuntoväestöön kuuluvien lasten pienituloisuusaste,Pitkittyneesti pienituloisten henkilöiden lukumäärä (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten lukumäärä asuntoväestössä,Pitkittyneesti pienituloisten henkilöiden osuus (raja 60 % mediaanista),Pitkittyneesti pienituloisten lasten osuus asuntoväestössä
Pori,2016,83226,14693,12078,1903,14.5,13,7310,868,8.8,5.9
Pori,2017,82718,14543,11989,1960,14.5,13.5,7216,902,8.7,6.2
Pori,2018,82539,14502,12069,1982,14.6,13.7,7274,906,8.8,6.2
Pori,2019,82107,14301,12648,1997,15.4,14,7497,878,9.1,6.1
Pori,2020,81844,14106,11670,1700,14.3,12.1,7358,804,9,5.7
Pori,2021,81570,13892,12588,1868,15.4,13.4,7690,858,9.4,6.2
Pori,2022,81242,13711,12748,1856,15.7,13.5,7829,840,9.6,6.1
Pornainen,1995,3687,,295,,8,,,,,
Pornainen,1996,3757,,275,,7.3,,,,,
Pornainen,1997,3823,,284,,7.4,,,,,
Pornainen,1998,3934,,296,,7.5,,143,,3.6,
Pornainen,1999,4009,,289,,7.2,,136,,3.4,
Pornainen,2000,4095,,328,,8,,177,,4.3,
Pornainen,2001,4156,,338,,8.1,,145,,3.5,
Pornainen,2002,4301,,448,,10.4,,189,,4.4,
Pornainen,2003,4390,,454,,10.3,,226,,5.1,
Pornainen,2004,4528,,419,,9.3,,212,,4.7,
Pornainen,2005,4711,,413,,8.8,,207,,4.4,
Pornainen,2006,4805,,453,,9.4,,252,,5.2,
Pornainen,2007,4860,,471,,9.7,,238,,4.9,
Pornainen,2008,4936,,455,,9.2,,263,,5.3,
Pornainen,2009,5025,,491,,9.8,,294,,5.9,
Pornainen,2010,5057,1615,462,146,9.1,9,283,,5.6,
Pornainen,2011,5073,1580,486,162,9.6,10.3,286,,5.6,
Pornainen,2012,5096,1525,414,126,8.1,8.3,255,,5,
Pornainen,2013,5109,1512,502,189,9.8,12.5,274,77,5.4,5.1
Pornainen,2014,5116,1472,408,136,8,9.2,234,65,4.6,4.4
Pornainen,2015,5083,1440,427,150,8.4,10.4,245,63,4.8,4.4
Pornainen,2016,5047,1407,442,158,8.8,11.2,239,61,4.7,4.3
Pornainen,2017,5053,1389,403,146,8,10.5,223,69,4.4,5
Pornainen,2018,4988,1324,384,132,7.7,10,216,63,4.3,4.8
Pornainen,2019,4956,1295,427,146,8.6,11.3,228,62,4.6,4.8
Pornainen,2020,4985,1248,366,113,7.3,9.1,217,65,4.4,5.2
Pornainen,2021,4989,1221,353,103,7.1,8.4,187,41,3.7,3.4
Pornainen,2022,4932,1143,329,89,6.7,7.8,185,30,3.8,2.6
Porvoo,1995,42833,,2907,,6.8,,,,,
Porvoo,1996,43076,,3072,,7.1,,,,,
Porvoo,1997,43153,,3320,,7.7,,,,,
Porvoo,1998,43469,,3586,,8.2,,1467,,3.4,
Porvoo,1999,43941,,3888,,8.8,,1658,,3.8,
Porvoo,2000,44210,,4198,,9.5,,1955,,4.4,
Porvoo,2001,44570,,4078,,9.1,,2087,,4.7,
Porvoo,2002,44883,,4088,,9.1,,2198,,4.9,
Porvoo,2003,45370,,4414,,9.7,,2324,,5.1,
Porvoo,2004,45951,,4802,,10.5,,2405,,5.2,
Porvoo,2005,46171,,4708,,10.2,,2506,,5.4,
Porvoo,2006,46616,,4710,,10.1,,2667,,5.7,
Porvoo,2007,47001,,5011,,10.7,,2727,,5.8,
Porvoo,2008,47396,,4929,,10.4,,2888,,6.1,
Porvoo,2009,47760,,5172,,10.8,,3008,,6.3,
Porvoo,2010,47941,10805,4891,1071,10.2,9.9,2900,,6,
Porvoo,2011,47934,10638,4999,1053,10.4,9.9,2945,,6.1,
Porvoo,2012,48151,10522,4637,963,9.6,9.2,2789,,5.8,
Porvoo,2013,48594,10550,4474,898,9.2,8.5,2649,427,5.5,4
Porvoo,2014,48880,10529,4378,866,9,8.2,2572,408,5.3,3.9
Porvoo,2015,49052,10534,4204,832,8.6,7.9,2421,379,4.9,3.6
Porvoo,2016,49165,10535,4233,880,8.6,8.4,2317,375,4.7,3.6
Porvoo,2017,49157,10472,4297,891,8.7,8.5,2230,348,4.5,3.3
Porvoo,2018,49255,10384,4490,928,9.1,8.9,2349,380,4.8,3.7
Porvoo,2019,49401,10335,4732,988,9.6,9.6,2517,419,5.1,4.1
Porvoo,2020,49655,10280,4313,796,8.7,7.7,2381,333,4.8,3.2
Porvoo,2021,50163,10332,4711,935,9.4,9,2569,390,5.1,3.8
Porvoo,2022,50292,10253,4748,893,9.4,8.7,2660,378,5.3,3.7
Posio,1995,5186,,406,,7.8,,,,,
Posio,1996,5133,,506,,9.9,,,,,
Posio,1997,4995,,523,,10.5,,,,,
Posio,1998,4854,,625,,12.9,,256,,5.3,
Posio,1999,4720,,730,,15.5,,310,,6.6,
Posio,2000,4519,,707,,15.6,,340,,7.5,
Posio,2001,4440,,753,,17,,403,,9.1,
Posio,2002,4367,,735,,16.8,,409,,9.4,
Posio,2003,4301,,686,,15.9,,425,,9.9,
Posio,2004,4226,,721,,17.1,,441,,10.4,
Posio,2005,4163,,747,,17.9,,456,,11,
Posio,2006,4117,,816,,19.8,,531,,12.9,
Posio,2007,3983,,770,,19.3,,500,,12.6,
Posio,2008,3916,,745,,19,,497,,12.7,
Posio,2009,3847,,716,,18.6,,489,,12.7,
Posio,2010,3764,590,739,123,19.6,20.8,475,,12.6,
Posio,2011,3669,555,698,111,19,20,502,,13.7,
Posio,2012,3581,520,645,101,18,19.4,452,,12.6,
Posio,2013,3496,497,591,100,16.9,20.1,391,44,11.2,8.9
Posio,2014,3461,495,631,105,18.2,21.2,418,48,12.1,9.7
Posio,2015,3322,434,571,84,17.2,19.4,405,54,12.2,12.4
Posio,2016,3265,415,572,71,17.5,17.1,415,39,12.7,9.4
Posio,2017,3160,383,611,90,19.3,23.5,432,58,13.7,15.1
Posio,2018,3083,371,551,65,17.9,17.5,395,46,12.8,12.4
Posio,2019,3024,355,530,47,17.5,13.2,382,32,12.6,9
Posio,2020,2947,319,459,42,15.6,13.2,347,23,11.8,7.2
Posio,2021,2907,303,462,33,15.9,10.9,349,22,12,7.3
Posio,2022,2832,290,502,27,17.7,9.3,337,,11.9,
Pudasjärvi,1995,10846,,1051,,9.7,,,,,
Pudasjärvi,1996,10733,,1240,,11.6,,,,,
Pudasjärvi,1997,10538,,1511,,14.3,,,,,
Pudasjärvi,1998,10343,,1661,,16.1,,728,,7,
Pudasjärvi,1999,10100,,1895,,18.8,,857,,8.5,
Pudasjärvi,2000,9903,,2072,,20.9,,1051,,10.6,
Pudasjärvi,2001,9744,,2042,,21,,1142,,11.7,
Pudasjärvi,2002,9630,,1852,,19.2,,1172,,12.2,
Pudasjärvi,2003,9500,,1958,,20.6,,1244,,13.1,
Pudasjärvi,2004,9386,,2151,,22.9,,1321,,14.1,
Pudasjärvi,2005,9205,,2043,,22.2,,1294,,14.1,
Pudasjärvi,2006,9044,,2241,,24.8,,1395,,15.4,
Pudasjärvi,2007,8974,,2136,,23.8,,1433,,16,
Pudasjärvi,2008,8851,,2024,,22.9,,1367,,15.4,
Pudasjärvi,2009,8746,,2005,,22.9,,1388,,15.9,
Pudasjärvi,2010,8637,1839,2058,499,23.8,27.1,1364,,15.8,
Pudasjärvi,2011,8537,1780,1928,445,22.6,25,1371,,16.1,
Pudasjärvi,2012,8458,1740,1890,444,22.3,25.5,1309,,15.5,
Pudasjärvi,2013,8365,1685,1691,383,20.2,22.7,1205,222,14.4,13.2
Pudasjärvi,2014,8240,1653,1583,357,19.2,21.6,1140,209,13.8,12.6
Pudasjärvi,2015,8104,1607,1527,366,18.8,22.8,1044,178,12.9,11.1
Pudasjärvi,2016,8010,1586,1404,333,17.5,21,961,168,12,10.6
Pudasjärvi,2017,7921,1582,1551,385,19.6,24.3,1043,202,13.2,12.8
Pudasjärvi,2018,7825,1565,1556,387,19.9,24.7,1064,236,13.6,15.1
Pudasjärvi,2019,7688,1502,1558,344,20.3,22.9,1051,200,13.7,13.3
Pudasjärvi,2020,7612,1460,1298,295,17.1,20.2,980,192,12.9,13.2
Pudasjärvi,2021,7525,1438,1412,309,18.8,21.5,986,181,13.1,12.6
Pudasjärvi,2022,7419,1390,1397,268,18.8,19.3,930,129,12.5,9.3
Pukkila,1995,1834,,257,,14,,,,,
Pukkila,1996,1811,,289,,16,,,,,
Pukkila,1997,1848,,284,,15.4,,,,,
Pukkila,1998,1874,,308,,16.4,,178,,9.5,
Pukkila,1999,1920,,282,,14.7,,189,,9.8,
Pukkila,2000,1893,,300,,15.8,,177,,9.4,
Pukkila,2001,1908,,340,,17.8,,186,,9.7,
Pukkila,2002,1918,,282,,14.7,,196,,10.2,
Pukkila,2003,1950,,265,,13.6,,165,,8.5,
Pukkila,2004,1960,,298,,15.2,,191,,9.7,
Pukkila,2005,1993,,300,,15.1,,189,,9.5,
Pukkila,2006,1983,,307,,15.5,,179,,9,
Pukkila,2007,1996,,322,,16.1,,203,,10.2,
Pukkila,2008,1995,,327,,16.4,,201,,10.1,
Pukkila,2009,1976,,309,,15.6,,193,,9.8,
Pukkila,2010,1992,475,286,68,14.4,14.3,195,,9.8,
Pukkila,2011,1985,462,277,52,14,11.3,210,,10.6,
Pukkila,2012,2014,470,256,50,12.7,10.6,199,,9.9,
Pukkila,2013,2005,455,223,34,11.1,7.5,172,26,8.6,5.7
Pukkila,2014,1985,451,196,31,9.9,6.9,136,,6.9,
Pukkila,2015,1941,430,221,42,11.4,9.8,153,23,7.9,5.3
Pukkila,2016,1947,416,237,48,12.2,11.5,154,24,7.9,5.8
Pukkila,2017,1895,401,227,50,12,12.5,142,23,7.5,5.7
Pukkila,2018,1854,381,228,53,12.3,13.9,146,25,7.9,6.6
Pukkila,2019,1822,368,236,51,13,13.9,156,31,8.6,8.4
Pukkila,2020,1793,352,213,49,11.9,13.9,139,29,7.8,8.2
Pukkila,2021,1809,341,241,59,13.3,17.3,148,31,8.2,9.1
Pukkila,2022,1770,327,234,55,13.2,16.8,141,27,8,8.3
Punkalaidun,1995,3850,,538,,14,,,,,
Punkalaidun,1996,3821,,617,,16.1,,,,,
Punkalaidun,1997,3785,,615,,16.2,,,,,
Punkalaidun,1998,3738,,679,,18.2,,378,,10.1,
Punkalaidun,1999,3693,,705,,19.1,,437,,11.8,
Punkalaidun,2000,3680,,720,,19.6,,448,,12.2,
Punkalaidun,2001,3595,,781,,21.7,,461,,12.8,
Punkalaidun,2002,3562,,735,,20.6,,510,,14.3,
Punkalaidun,2003,3503,,628,,17.9,,467,,13.3,
Punkalaidun,2004,3461,,749,,21.6,,503,,14.5,
Punkalaidun,2005,3393,,720,,21.2,,488,,14.4,
Punkalaidun,2006,3366,,768,,22.8,,514,,15.3,
Punkalaidun,2007,3344,,749,,22.4,,515,,15.4,
Punkalaidun,2008,3311,,764,,23.1,,549,,16.6,
Punkalaidun,2009,3249,,734,,22.6,,544,,16.7,
Punkalaidun,2010,3201,546,715,94,22.3,17.2,530,,16.6,
Punkalaidun,2011,3152,520,707,102,22.4,19.6,547,,17.4,
Punkalaidun,2012,3148,525,627,76,19.9,14.5,481,,15.3,
Punkalaidun,2013,3115,528,619,89,19.9,16.9,451,39,14.5,7.4
Punkalaidun,2014,3058,513,611,86,20,16.8,445,42,14.6,8.2
Punkalaidun,2015,2967,484,604,85,20.4,17.6,418,45,14.1,9.3
Punkalaidun,2016,2922,483,568,80,19.4,16.6,409,44,14,9.1
Punkalaidun,2017,2870,476,564,86,19.7,18.1,380,38,13.2,8
Punkalaidun,2018,2818,460,531,68,18.8,14.8,375,35,13.3,7.6
Punkalaidun,2019,2734,424,514,60,18.8,14.2,363,28,13.3,6.6
Punkalaidun,2020,2697,428,509,76,18.9,17.8,355,34,13.2,7.9
Punkalaidun,2021,2640,411,499,62,18.9,15.1,356,31,13.5,7.5
Punkalaidun,2022,2601,392,508,64,19.5,16.3,346,31,13.3,7.9
Puolanka,1995,4259,,388,,9.1,,,,,
Puolanka,1996,4187,,430,,10.3,,,,,
Puolanka,1997,4125,,531,,12.9,,,,,
Puolanka,1998,3997,,569,,14.2,,247,,6.2,
Puolanka,1999,3912,,628,,16.1,,312,,8,
Puolanka,2000,3805,,674,,17.7,,350,,9.2,
Puolanka,2001,3671,,686,,18.7,,380,,10.4,
Puolanka,2002,3566,,704,,19.7,,421,,11.8,
Puolanka,2003,3517,,715,,20.3,,453,,12.9,
Puolanka,2004,3437,,718,,20.9,,427,,12.4,
Puolanka,2005,3368,,742,,22,,440,,13.1,
Puolanka,2006,3301,,771,,23.4,,478,,14.5,
Puolanka,2007,3193,,725,,22.7,,473,,14.8,
Puolanka,2008,3130,,722,,23.1,,507,,16.2,
Puolanka,2009,3078,,637,,20.7,,459,,14.9,
Puolanka,2010,3011,480,571,74,19,15.4,401,,13.3,
Puolanka,2011,2942,456,577,76,19.6,16.7,397,,13.5,
Puolanka,2012,2881,419,504,59,17.5,14.1,361,,12.5,
Puolanka,2013,2836,399,474,56,16.7,14,351,29,12.4,7.3
Puolanka,2014,2751,375,494,74,18,19.7,352,26,12.8,6.9
Puolanka,2015,2689,349,484,69,18,19.8,325,26,12.1,7.4
Puolanka,2016,2648,335,449,44,17,13.1,325,24,12.3,7.2
Puolanka,2017,2585,317,487,53,18.8,16.7,337,28,13,8.8
Puolanka,2018,2503,295,493,62,19.7,21,329,32,13.1,10.8
Puolanka,2019,2443,281,509,63,20.8,22.4,332,25,13.6,8.9
Puolanka,2020,2409,276,450,44,18.7,15.9,346,30,14.4,10.9
Puolanka,2021,2370,265,440,34,18.6,12.8,337,23,14.2,8.7
Puolanka,2022,2305,256,445,40,19.3,15.6,328,,14.2,
Puumala,1995,3205,,351,,11,,,,,
Puumala,1996,3180,,412,,13,,,,,
Puumala,1997,3128,,383,,12.2,,,,,
Puumala,1998,3059,,417,,13.6,,200,,6.5,
Puumala,1999,3005,,493,,16.4,,241,,8,
Puumala,2000,2949,,486,,16.5,,247,,8.4,
Puumala,2001,2912,,455,,15.6,,274,,9.4,
Puumala,2002,2826,,464,,16.4,,292,,10.3,
Puumala,2003,2775,,463,,16.7,,270,,9.7,
Puumala,2004,2767,,515,,18.6,,303,,11,
Puumala,2005,2715,,513,,18.9,,310,,11.4,
Puumala,2006,2649,,538,,20.3,,333,,12.6,
Puumala,2007,2621,,506,,19.3,,348,,13.3,
Puumala,2008,2554,,488,,19.1,,332,,13,
Puumala,2009,2469,,465,,18.8,,310,,12.6,
Puumala,2010,2395,298,469,45,19.6,15.1,314,,13.1,
Puumala,2011,2350,289,419,31,17.8,10.7,306,,13,
Puumala,2012,2308,276,423,27,18.3,9.8,328,,14.2,
Puumala,2013,2258,264,360,28,15.9,10.6,280,,12.4,
Puumala,2014,2241,250,324,24,14.5,9.6,238,,10.6,
Puumala,2015,2197,248,328,22,14.9,8.9,223,,10.2,
Puumala,2016,2177,239,329,,15.1,,230,,10.6,
Puumala,2017,2144,223,350,21,16.3,9.4,229,,10.7,
Puumala,2018,2129,224,315,21,14.8,9.4,215,,10.1,
Puumala,2019,2085,206,307,,14.7,,221,,10.6,
Puumala,2020,2059,197,301,25,14.6,12.7,227,,11,
Puumala,2021,2033,175,298,28,14.7,16,209,,10.3,
Puumala,2022,2031,175,305,25,15,14.3,202,,9.9,
Pyhtää,1995,5609,,462,,8.2,,,,,
Pyhtää,1996,5543,,435,,7.8,,,,,
Pyhtää,1997,5535,,449,,8.1,,,,,
Pyhtää,1998,5466,,526,,9.6,,234,,4.3,
Pyhtää,1999,5404,,595,,11,,283,,5.2,
Pyhtää,2000,5372,,633,,11.8,,316,,5.9,
Pyhtää,2001,5314,,581,,10.9,,350,,6.6,
Pyhtää,2002,5336,,583,,10.9,,360,,6.7,
Pyhtää,2003,5323,,635,,11.9,,385,,7.2,
Pyhtää,2004,5282,,643,,12.2,,420,,8,
Pyhtää,2005,5265,,607,,11.5,,384,,7.3,
Pyhtää,2006,5250,,648,,12.3,,386,,7.4,
Pyhtää,2007,5233,,626,,12,,395,,7.5,
Pyhtää,2008,5206,,618,,11.9,,402,,7.7,
Pyhtää,2009,5223,,611,,11.7,,385,,7.4,
Pyhtää,2010,5260,1107,580,105,11,9.5,381,,7.2,
Pyhtää,2011,5243,1101,565,104,10.8,9.4,385,,7.3,
Pyhtää,2012,5230,1094,548,93,10.5,8.5,347,,6.6,
Pyhtää,2013,5244,1096,526,101,10,9.2,357,52,6.8,4.7
Pyhtää,2014,5217,1062,528,97,10.1,9.1,345,52,6.6,4.9
Pyhtää,2015,5199,1052,511,106,9.8,10.1,302,46,5.8,4.4
Pyhtää,2016,5183,1050,483,85,9.3,8.1,303,32,5.8,3
Pyhtää,2017,5130,1045,505,82,9.8,7.8,296,28,5.8,2.7
Pyhtää,2018,5068,1013,502,76,9.9,7.5,283,20,5.6,2
Pyhtää,2019,5015,1003,489,76,9.8,7.6,299,28,6,2.8
Pyhtää,2020,5019,994,464,61,9.2,6.1,277,,5.5,
Pyhtää,2021,5009,992,489,88,9.8,8.9,298,29,5.9,2.9
Pyhtää,2022,5005,960,486,70,9.7,7.3,319,33,6.4,3.4
Pyhäjoki,1995,3821,,306,,8,,,,,
Pyhäjoki,1996,3762,,312,,8.3,,,,,
Pyhäjoki,1997,3718,,367,,9.9,,,,,
Pyhäjoki,1998,3658,,350,,9.6,,198,,5.4,
Pyhäjoki,1999,3636,,385,,10.6,,215,,5.9,
Pyhäjoki,2000,3582,,398,,11.1,,209,,5.8,
Pyhäjoki,2001,3523,,432,,12.3,,233,,6.6,
Pyhäjoki,2002,3540,,496,,14,,309,,8.7,
Pyhäjoki,2003,3518,,483,,13.7,,285,,8.1,
Pyhäjoki,2004,3458,,511,,14.8,,304,,8.8,
Pyhäjoki,2005,3450,,565,,16.4,,332,,9.6,
Pyhäjoki,2006,3404,,548,,16.1,,352,,10.3,
Pyhäjoki,2007,3368,,541,,16.1,,360,,10.7,
Pyhäjoki,2008,3317,,489,,14.7,,340,,10.3,
Pyhäjoki,2009,3343,,563,,16.8,,358,,10.7,
Pyhäjoki,2010,3372,763,456,95,13.5,12.5,337,,10,
Pyhäjoki,2011,3318,741,441,80,13.3,10.8,303,,9.1,
Pyhäjoki,2012,3264,720,418,68,12.8,9.4,278,,8.5,
Pyhäjoki,2013,3305,724,348,53,10.5,7.3,249,28,7.5,3.9
Pyhäjoki,2014,3243,728,314,79,9.7,10.9,211,36,6.5,4.9
Pyhäjoki,2015,3163,704,325,64,10.3,9.1,203,,6.4,
Pyhäjoki,2016,3139,693,328,57,10.4,8.2,221,34,7,4.9
Pyhäjoki,2017,3146,696,349,67,11.1,9.6,217,39,6.9,5.6
Pyhäjoki,2018,3105,673,342,59,11,8.8,220,27,7.1,4
Pyhäjoki,2019,3039,661,381,85,12.5,12.9,230,42,7.6,6.4
Pyhäjoki,2020,3004,647,372,96,12.4,14.8,226,42,7.5,6.5
Pyhäjoki,2021,2966,631,350,86,11.8,13.6,231,42,7.8,6.7
Pyhäjoki,2022,2926,608,343,64,11.7,10.5,211,28,7.2,4.6
Pyhäjärvi,1995,7341,,613,,8.4,,,,,
Pyhäjärvi,1996,7231,,810,,11.2,,,,,
Pyhäjärvi,1997,7091,,940,,13.3,,,,,
Pyhäjärvi,1998,6975,,1000,,14.3,,458,,6.6,
Pyhäjärvi,1999,6766,,1030,,15.2,,551,,8.1,
Pyhäjärvi,2000,6621,,1112,,16.8,,622,,9.4,
Pyhäjärvi,2001,6496,,1119,,17.2,,640,,9.9,
Pyhäjärvi,2002,6339,,1134,,17.9,,701,,11.1,
Pyhäjärvi,2003,6223,,1158,,18.6,,686,,11,
Pyhäjärvi,2004,6202,,1180,,19,,675,,10.9,
Pyhäjärvi,2005,6192,,1201,,19.4,,751,,12.1,
Pyhäjärvi,2006,6152,,1237,,20.1,,797,,13,
Pyhäjärvi,2007,6036,,1336,,22.1,,832,,13.8,
Pyhäjärvi,2008,5992,,1238,,20.7,,814,,13.6,
Pyhäjärvi,2009,5911,,1203,,20.4,,823,,13.9,
Pyhäjärvi,2010,5862,1090,1097,189,18.7,17.3,782,,13.3,
Pyhäjärvi,2011,5786,1076,1177,214,20.3,19.9,765,,13.2,
Pyhäjärvi,2012,5747,1058,1064,182,18.5,17.2,720,,12.5,
Pyhäjärvi,2013,5634,1021,996,171,17.7,16.7,671,81,11.9,7.9
Pyhäjärvi,2014,5467,974,910,153,16.6,15.7,684,100,12.5,10.3
Pyhäjärvi,2015,5395,948,817,128,15.1,13.5,603,75,11.2,7.9
Pyhäjärvi,2016,5342,938,799,126,15,13.4,576,67,10.8,7.1
Pyhäjärvi,2017,5238,916,855,158,16.3,17.2,578,79,11,8.6
Pyhäjärvi,2018,5145,922,889,176,17.3,19.1,554,67,10.8,7.3
Pyhäjärvi,2019,5024,876,850,138,16.9,15.8,548,55,10.9,6.3
Pyhäjärvi,2020,4929,859,840,150,17,17.5,586,89,11.9,10.4
Pyhäjärvi,2021,4851,849,857,150,17.7,17.7,565,70,11.6,8.2
Pyhäjärvi,2022,4731,808,843,121,17.8,15,569,63,12,7.8
Pyhäntä,1995,2046,,166,,8.1,,,,,
Pyhäntä,1996,2035,,171,,8.4,,,,,
Pyhäntä,1997,1981,,184,,9.3,,,,,
Pyhäntä,1998,1948,,264,,13.6,,92,,4.7,
Pyhäntä,1999,1947,,200,,10.3,,84,,4.3,
Pyhäntä,2000,1897,,205,,10.8,,118,,6.2,
Pyhäntä,2001,1871,,266,,14.2,,144,,7.7,
Pyhäntä,2002,1841,,265,,14.4,,147,,8,
Pyhäntä,2003,1825,,213,,11.7,,143,,7.8,
Pyhäntä,2004,1797,,243,,13.5,,147,,8.2,
Pyhäntä,2005,1808,,269,,14.9,,132,,7.3,
Pyhäntä,2006,1778,,236,,13.3,,135,,7.6,
Pyhäntä,2007,1738,,313,,18,,148,,8.5,
Pyhäntä,2008,1669,,252,,15.1,,138,,8.3,
Pyhäntä,2009,1626,,228,,14,,136,,8.4,
Pyhäntä,2010,1612,433,221,57,13.7,13.2,127,,7.9,
Pyhäntä,2011,1564,419,224,50,14.3,11.9,147,,9.4,
Pyhäntä,2012,1552,410,202,40,13,9.8,142,,9.1,
Pyhäntä,2013,1531,400,185,37,12.1,9.3,125,21,8.2,5.3
Pyhäntä,2014,1542,399,162,31,10.5,7.8,114,,7.4,
Pyhäntä,2015,1559,403,152,,9.7,,103,,6.6,
Pyhäntä,2016,1554,397,149,32,9.6,8.1,89,,5.7,
Pyhäntä,2017,1554,398,162,37,10.4,9.3,102,,6.6,
Pyhäntä,2018,1535,407,165,40,10.7,9.8,106,22,6.9,5.4
Pyhäntä,2019,1547,413,193,45,12.5,10.9,96,,6.2,
Pyhäntä,2020,1560,422,195,66,12.5,15.6,90,,5.8,
Pyhäntä,2021,1572,419,184,52,11.7,12.4,109,27,6.9,6.4
Pyhäntä,2022,1594,424,189,61,11.9,14.4,131,39,8.2,9.2
Pyhäranta,1995,2350,,201,,8.6,,,,,
Pyhäranta,1996,2332,,184,,7.9,,,,,
Pyhäranta,1997,2325,,220,,9.5,,,,,
Pyhäranta,1998,2298,,178,,7.7,,107,,4.7,
Pyhäranta,1999,2292,,220,,9.6,,122,,5.3,
Pyhäranta,2000,2279,,263,,11.5,,135,,5.9,
Pyhäranta,2001,2235,,253,,11.3,,148,,6.6,
Pyhäranta,2002,2257,,249,,11,,165,,7.3,
Pyhäranta,2003,2251,,277,,12.3,,170,,7.6,
Pyhäranta,2004,2225,,269,,12.1,,168,,7.6,
Pyhäranta,2005,2191,,233,,10.6,,150,,6.8,
Pyhäranta,2006,2197,,235,,10.7,,169,,7.7,
Pyhäranta,2007,2197,,252,,11.5,,153,,7,
Pyhäranta,2008,2212,,210,,9.5,,134,,6.1,
Pyhäranta,2009,2205,,208,,9.4,,133,,6,
Pyhäranta,2010,2202,439,215,39,9.8,8.9,140,,6.4,
Pyhäranta,2011,2173,433,218,34,10,7.9,154,,7.1,
Pyhäranta,2012,2168,432,199,25,9.2,5.8,140,,6.5,
Pyhäranta,2013,2146,439,208,44,9.7,10,145,21,6.8,4.8
Pyhäranta,2014,2103,417,198,36,9.4,8.6,133,,6.3,
Pyhäranta,2015,2102,413,198,38,9.4,9.2,144,22,6.9,5.3
Pyhäranta,2016,2036,395,171,29,8.4,7.3,130,22,6.4,5.6
Pyhäranta,2017,2041,385,181,36,8.9,9.4,119,22,5.8,5.7
Pyhäranta,2018,1995,361,177,34,8.9,9.4,118,22,5.9,6.1
Pyhäranta,2019,1968,353,180,32,9.1,9.1,117,,5.9,
Pyhäranta,2020,1964,360,182,41,9.3,11.4,126,24,6.4,6.7
Pyhäranta,2021,1959,356,181,40,9.2,11.2,119,22,6.1,6.2
Pyhäranta,2022,1933,335,189,40,9.8,11.9,129,24,6.7,7.2
Pälkäne,1995,6580,,639,,9.7,,,,,
Pälkäne,1996,6523,,696,,10.7,,,,,
Pälkäne,1997,6518,,818,,12.5,,,,,
Pälkäne,1998,6489,,902,,13.9,,426,,6.6,
Pälkäne,1999,6504,,860,,13.2,,496,,7.6,
Pälkäne,2000,6549,,914,,14,,565,,8.6,
Pälkäne,2001,6481,,970,,15,,565,,8.7,
Pälkäne,2002,6488,,910,,14,,556,,8.6,
Pälkäne,2003,6554,,960,,14.6,,582,,8.9,
Pälkäne,2004,6598,,1058,,16,,679,,10.3,
Pälkäne,2005,6729,,1111,,16.5,,712,,10.6,
Pälkäne,2006,6767,,1191,,17.6,,722,,10.7,
Pälkäne,2007,6823,,1253,,18.4,,794,,11.6,
Pälkäne,2008,6834,,1209,,17.7,,803,,11.8,
Pälkäne,2009,6866,,1129,,16.4,,783,,11.4,
Pälkäne,2010,6804,1406,1111,202,16.3,14.4,756,,11.1,
Pälkäne,2011,6737,1372,1041,168,15.5,12.2,712,,10.6,
Pälkäne,2012,6692,1374,998,162,14.9,11.8,708,,10.6,
Pälkäne,2013,6648,1335,920,145,13.8,10.9,628,65,9.4,4.9
Pälkäne,2014,6561,1266,848,140,12.9,11.1,578,65,8.8,5.1
Pälkäne,2015,6506,1258,849,155,13,12.3,580,68,8.9,5.4
Pälkäne,2016,6450,1251,809,132,12.5,10.6,544,60,8.4,4.8
Pälkäne,2017,6415,1231,821,147,12.8,11.9,537,62,8.4,5
Pälkäne,2018,6343,1198,829,129,13.1,10.8,523,65,8.2,5.4
Pälkäne,2019,6284,1150,849,128,13.5,11.1,551,70,8.8,6.1
Pälkäne,2020,6259,1146,763,122,12.2,10.6,520,53,8.3,4.6
Pälkäne,2021,6292,1140,788,112,12.5,9.8,529,45,8.4,3.9
Pälkäne,2022,6199,1093,809,116,13.1,10.6,532,44,8.6,4
Pöytyä,1995,8443,,936,,11.1,,,,,
Pöytyä,1996,8404,,1047,,12.5,,,,,
Pöytyä,1997,8288,,1118,,13.5,,,,,
Pöytyä,1998,8297,,1100,,13.3,,614,,7.4,
Pöytyä,1999,8289,,1150,,13.9,,724,,8.7,
Pöytyä,2000,8241,,1270,,15.4,,734,,8.9,
Pöytyä,2001,8183,,1148,,14,,720,,8.8,
Pöytyä,2002,8194,,1199,,14.6,,782,,9.5,
Pöytyä,2003,8226,,1105,,13.4,,722,,8.8,
Pöytyä,2004,8216,,1323,,16.1,,783,,9.5,
Pöytyä,2005,8247,,1288,,15.6,,837,,10.1,
Pöytyä,2006,8230,,1300,,15.8,,857,,10.4,
Pöytyä,2007,8290,,1293,,15.6,,855,,10.3,
Pöytyä,2008,8278,,1278,,15.4,,838,,10.1,
